CL=F,^GSPC,^TNX,XOM
65.08000183105469,1536.3399658203125,4.955999851226807,84.22000122070312
66.20999908447266,1539.1800537109375,4.928999900817871,84.22000122070312
65.61000061035156,1530.949951171875,4.97599983215332,84.26000213623047
65.95999908447266,1517.3800048828125,4.96999979019165,83.62000274658203
66.93000030517578,1490.719970703125,5.098999977111816,81.95999908447266
64.76000213623047,1507.6700439453125,5.118000030517578,82.68000030517578
65.97000122070312,1509.1199951171875,5.13700008392334,83.05999755859375
65.3499984741211,1493.0,5.248000144958496,82.0
66.26000213623047,1515.6700439453125,5.199999809265137,83.3499984741211
67.6500015258789,1522.969970703125,5.2170000076293945,84.7699966430664
68.0,1532.9100341796875,5.171000003814697,85.94000244140625
69.08999633789062,1531.050048828125,5.142000198364258,86.36000061035156
69.0999984741211,1533.699951171875,5.085999965667725,85.83999633789062
68.19000244140625,1512.8399658203125,5.123000144958496,82.81999969482422
68.6500015258789,1522.18994140625,5.163000106811523,84.30000305175781
69.13999938964844,1502.56005859375,5.138000011444092,82.5199966430664
69.18000030517578,1497.739990234375,5.078000068664551,82.37000274658203
67.7699966430664,1492.8900146484375,5.10099983215332,81.81999969482422
68.97000122070312,1506.3399658203125,5.070000171661377,83.4800033569336
69.56999969482422,1505.7099609375,5.118000030517578,83.5999984741211
70.68000030517578,1503.3499755859375,5.0329999923706055,83.87999725341797
71.08999633789062,1519.4300537109375,4.998000144958496,84.81999969482422
71.41000366210938,1524.8699951171875,5.050000190734863,85.36000061035156
71.80999755859375,1525.4000244140625,5.144000053405762,85.16000366210938
72.80999755859375,1530.43994140625,5.195000171661377,86.45999908447266
72.19000244140625,1531.8499755859375,5.158999919891357,87.44000244140625
72.80999755859375,1510.1199951171875,5.038000106811523,86.5
72.55999755859375,1518.760009765625,5.079999923706055,87.29000091552734
72.5,1547.699951171875,5.116000175476074,89.62000274658203
73.93000030517578,1552.5,5.10699987411499,90.33000183105469
74.1500015258789,1549.52001953125,5.040999889373779,89.69999694824219
74.0199966430664,1549.3699951171875,5.078000068664551,89.08999633789062
75.05000305175781,1546.1700439453125,5.010000228881836,91.1500015258789
75.91999816894531,1553.0799560546875,5.0279998779296875,92.29000091552734
75.56999969482422,1534.0999755859375,4.955999851226807,91.94000244140625
74.88999938964844,1541.5699462890625,4.964000225067139,93.44000244140625
73.55999755859375,1511.0400390625,4.943999767303467,90.83999633789062
75.87999725341797,1518.0899658203125,4.9039998054504395,92.79000091552734
74.94999694824219,1482.6600341796875,4.7769999504089355,88.2300033569336
77.0199966430664,1458.949951171875,4.788000106811523,85.58999633789062
76.83000183105469,1473.9100341796875,4.803999900817871,86.01000213623047
78.20999908447266,1455.27001953125,4.770999908447266,85.12999725341797
76.52999877929688,1465.81005859375,4.758999824523926,85.83999633789062
76.86000061035156,1472.199951171875,4.752999782562256,85.18000030517578
75.4800033569336,1433.06005859375,4.699999809265137,82.08000183105469
72.05999755859375,1467.6700439453125,4.730999946594238,83.54000091552734
72.41999816894531,1476.7099609375,4.743000030517578,85.69999694824219
72.1500015258789,1497.489990234375,4.860000133514404,87.9000015258789
71.58999633789062,1453.0899658203125,4.789999961853027,83.5999984741211
71.47000122070312,1453.6400146484375,4.776000022888184,84.51000213623047
71.62000274658203,1452.9200439453125,4.7779998779296875,82.91999816894531
72.37999725341797,1426.5400390625,4.73199987411499,83.12999725341797
73.33000183105469,1406.699951171875,4.705999851226807,81.69000244140625
71.0,1411.27001953125,4.599999904632568,80.66999816894531
71.9800033569336,1445.93994140625,4.672999858856201,84.13999938964844
71.12000274658203,1445.550048828125,4.633999824523926,84.52999877929688
69.47000122070312,1447.1199951171875,4.590000152587891,83.1500015258789
69.26000213623047,1464.0699462890625,4.619999885559082,83.58000183105469
69.83000183105469,1462.5,4.618000030517578,83.75
71.08999633789062,1479.3699951171875,4.632999897003174,85.69000244140625
71.97000122070312,1466.7900390625,4.5960001945495605,85.12000274658203
71.7300033569336,1432.3599853515625,4.53000020980835,83.0
73.51000213623047,1463.760009765625,4.552999973297119,85.2300033569336
73.36000061035156,1457.6400146484375,4.501999855041504,85.4000015258789
74.04000091552734,1473.989990234375,4.5370001792907715,85.7300033569336
75.08000183105469,1489.4200439453125,4.558000087738037,87.2300033569336
75.7300033569336,1472.2900390625,4.4730000495910645,87.22000122070312
76.30000305175781,1478.550048828125,4.5,87.48999786376953
76.69999694824219,1453.550048828125,4.368000030517578,85.75
77.48999786376953,1451.699951171875,4.323999881744385,84.86000061035156
78.2300033569336,1471.489990234375,4.363999843597412,86.94000244140625
79.91000366210938,1471.56005859375,4.4079999923706055,87.6500015258789
80.08999633789062,1483.949951171875,4.48199987411499,88.62000274658203
79.0999984741211,1484.25,4.461999893188477,88.66999816894531
80.56999969482422,1476.6500244140625,4.46999979019165,89.26000213623047
81.51000213623047,1519.780029296875,4.480000019073486,91.76000213623047
81.93000030517578,1529.030029296875,4.52400016784668,92.12000274658203
83.31999969482422,1518.75,4.671999931335449,92.08999633789062
81.62000274658203,1525.75,4.631999969482422,92.30999755859375
80.94999694824219,1517.72998046875,4.624000072479248,91.7300033569336
79.52999877929688,1517.2099609375,4.613999843597412,91.95999908447266
80.30000305175781,1525.4200439453125,4.619999885559082,92.37000274658203
82.87999725341797,1531.3800048828125,4.572999954223633,92.97000122070312
81.66000366210938,1526.75,4.578999996185303,92.55999755859375
80.23999786376953,1547.0400390625,4.557000160217285,93.94999694824219
80.05000305175781,1546.6300048828125,4.5289998054504395,92.23999786376953
79.94000244140625,1539.5899658203125,4.543000221252441,91.33000183105469
81.44000244140625,1542.8399658203125,4.5229997634887695,90.91999816894531
81.22000122070312,1557.5899658203125,4.639999866485596,91.36000061035156
79.0199966430664,1552.5799560546875,4.638000011444092,90.68000030517578
80.26000213623047,1565.1500244140625,4.651000022888184,92.66999816894531
81.30000305175781,1562.469970703125,4.646999835968018,93.12999725341797
83.08000183105469,1554.4100341796875,4.658999919891357,92.66000366210938
83.69000244140625,1561.800048828125,4.686999797821045,93.4800033569336
86.12999725341797,1548.7099609375,4.672999858856201,94.81999969482422
87.61000061035156,1538.530029296875,4.65500020980835,94.73999786376953
87.4000015258789,1541.239990234375,4.546000003814697,94.80000305175781
89.47000122070312,1540.0799560546875,4.502999782562256,95.05000305175781
88.5999984741211,1500.6300048828125,4.401000022888184,92.13999938964844
87.55999755859375,1506.3299560546875,4.39300012588501,90.91000366210938
85.2699966430664,1519.5899658203125,4.40500020980835,91.3499984741211
87.0999984741211,1515.8800048828125,4.330999851226807,92.12999725341797
90.45999908447266,1514.4000244140625,4.3520002365112305,91.56999969482422
91.86000061035156,1535.280029296875,4.388999938964844,92.20999908447266
93.52999877929688,1540.97998046875,4.382999897003174,93.61000061035156
90.37999725341797,1531.02001953125,4.382999897003174,91.13999938964844
94.52999877929688,1549.3800048828125,4.474999904632568,91.98999786376953
93.48999786376953,1508.43994140625,4.361000061035156,88.5
95.93000030517578,1509.6500244140625,4.290999889373779,87.93000030517578
93.9800033569336,1502.1700439453125,4.317999839782715,87.66000366210938
96.69999694824219,1520.27001953125,4.35699987411499,90.37999725341797
96.37000274658203,1475.6199951171875,4.334000110626221,87.19999694824219
95.45999908447266,1474.77001953125,4.2729997634887695,89.41999816894531
96.31999969482422,1453.699951171875,4.224999904632568,86.8499984741211
94.62000274658203,1439.1800537109375,4.210999965667725,84.54000091552734
91.16999816894531,1481.050048828125,4.25600004196167,86.87999725341797
94.08999633789062,1470.5799560546875,4.269000053405762,86.30999755859375
93.43000030517578,1451.1500244140625,4.158999919891357,84.48999786376953
95.0999984741211,1458.739990234375,4.150000095367432,85.0999984741211
94.63999938964844,1433.27001953125,4.078999996185303,84.11000061035156
98.02999877929688,1439.699951171875,4.053999900817871,87.81999969482422
97.29000091552734,1416.77001953125,4.02400016784668,87.04000091552734
98.18000030517578,1440.699951171875,4.01200008392334,88.29000091552734
97.69999694824219,1407.219970703125,3.8469998836517334,85.68000030517578
94.41999816894531,1428.22998046875,3.944000005722046,86.37999725341797
90.62000274658203,1469.02001953125,4.025000095367432,87.91999816894531
91.01000213623047,1469.719970703125,3.940000057220459,88.58999633789062
88.70999908447266,1481.1400146484375,3.9719998836517334,89.16000366210938
89.30999755859375,1472.4200439453125,3.8949999809265137,88.8499984741211
88.31999969482422,1462.7900390625,3.8889999389648438,88.12000274658203
87.48999786376953,1485.010009765625,3.9110000133514404,89.91999816894531
90.2300033569336,1507.3399658203125,3.997999906539917,91.44000244140625
88.27999877929688,1504.6600341796875,4.119999885559082,91.5
87.86000061035156,1515.9599609375,4.14900016784668,92.02999877929688
90.0199966430664,1477.6500244140625,3.990000009536743,90.27999877929688
94.38999938964844,1486.5899658203125,4.076000213623047,91.91999816894531
92.25,1488.4100341796875,4.170000076293945,92.72000122070312
91.2699966430664,1467.949951171875,4.23199987411499,91.18000030517578
90.62999725341797,1445.9000244140625,4.192999839782715,89.88999938964844
90.48999786376953,1454.97998046875,4.119999885559082,91.41999816894531
91.23999786376953,1453.0,4.070000171661377,91.43000030517578
91.05999755859375,1460.1199951171875,4.026000022888184,92.12999725341797
93.30999755859375,1484.4599609375,4.168000221252441,93.43000030517578
94.12999725341797,1496.449951171875,4.211999893188477,93.66000366210938
95.97000122070312,1497.6600341796875,4.281000137329102,94.80999755859375
96.62000274658203,1476.27001953125,4.198999881744385,93.66999816894531
96.0,1478.489990234375,4.0960001945495605,95.0
95.9800033569336,1468.3599853515625,4.034999847412109,93.69000244140625
99.62000274658203,1447.1600341796875,3.9010000228881836,93.51000213623047
99.18000030517578,1447.1600341796875,3.9010000228881836,93.83000183105469
97.91000366210938,1411.6300048828125,3.8540000915527344,92.08000183105469
95.08999633789062,1416.1800537109375,3.8389999866485596,91.22000122070312
96.33000183105469,1390.18994140625,3.8399999141693115,90.05000305175781
95.66999816894531,1409.1300048828125,3.7909998893737793,91.55999755859375
93.70999908447266,1420.3299560546875,3.88700008392334,91.66000366210938
92.69000244140625,1401.02001953125,3.809999942779541,90.30000305175781
94.19999694824219,1416.25,3.7929999828338623,90.83000183105469
91.9000015258789,1380.949951171875,3.7009999752044678,89.0199966430664
90.83999633789062,1373.199951171875,3.7119998931884766,86.52999877929688
90.12999725341797,1333.25,3.640000104904175,83.91000366210938
90.56999969482422,1325.18994140625,3.6480000019073486,85.08000183105469
89.8499984741211,1310.5,3.4839999675750732,82.44999694824219
86.98999786376953,1338.5999755859375,3.4260001182556152,83.44999694824219
89.41000366210938,1352.0699462890625,3.640000104904175,86.0
90.70999908447266,1330.6099853515625,3.5840001106262207,83.94000244140625
90.98999786376953,1353.9599609375,3.5859999656677246,85.12999725341797
91.63999938964844,1362.300048828125,3.6579999923706055,85.08000183105469
92.33000183105469,1355.81005859375,3.7330000400543213,85.27999877929688
91.75,1378.550048828125,3.6389999389648438,85.69999694824219
88.95999908447266,1395.4200439453125,3.5999999046325684,85.94999694824219
90.0199966430664,1380.8199462890625,3.6429998874664307,85.44000244140625
88.41000366210938,1336.6400146484375,3.5869998931884766,82.11000061035156
87.13999938964844,1326.449951171875,3.614000082015991,81.44000244140625
88.11000061035156,1336.9100341796875,3.7360000610351562,81.88999938964844
91.7699966430664,1331.2900390625,3.6540000438690186,81.70999908447266
93.58999633789062,1339.1300048828125,3.618000030517578,83.22000122070312
92.77999877929688,1348.8599853515625,3.678999900817871,84.37999725341797
93.2699966430664,1367.2099609375,3.694000005722046,85.48999786376953
95.45999908447266,1348.8599853515625,3.818000078201294,85.55000305175781
95.5,1349.989990234375,3.7799999713897705,85.37000274658203
100.01000213623047,1348.780029296875,3.875,87.01000213623047
100.73999786376953,1360.030029296875,3.9170000553131104,88.0999984741211
98.2300033569336,1342.530029296875,3.7839999198913574,86.91999816894531
98.80999755859375,1353.1099853515625,3.7899999618530273,87.16999816894531
99.2300033569336,1371.800048828125,3.9019999504089355,89.12999725341797
100.87999725341797,1381.2900390625,3.859999895095825,89.88999938964844
99.63999938964844,1380.02001953125,3.8499999046325684,89.38999938964844
102.58999633789062,1367.6800537109375,3.7149999141693115,89.37999725341797
101.83999633789062,1330.6300048828125,3.5339999198913574,87.01000213623047
102.44999694824219,1331.3399658203125,3.5339999198913574,87.75
99.5199966430664,1326.75,3.5789999961853027,86.69000244140625
104.5199966430664,1333.699951171875,3.693000078201294,87.19000244140625
105.47000122070312,1304.3399658203125,3.621999979019165,84.51000213623047
105.1500015258789,1293.3699951171875,3.5409998893737793,82.48999786376953
107.9000015258789,1273.3699951171875,3.437999963760376,82.45999908447266
108.75,1320.6500244140625,3.5959999561309814,86.68000030517578
109.91999816894531,1308.77001953125,3.4830000400543213,85.97000122070312
110.33000183105469,1315.47998046875,3.5339999198913574,87.05000305175781
110.20999908447266,1288.1400146484375,3.4210000038146973,85.91000366210938
105.68000030517578,1276.5999755859375,3.313999891281128,85.79000091552734
109.41999816894531,1330.739990234375,3.4509999752044678,88.47000122070312
104.4800033569336,1298.4200439453125,3.361999988555908,84.43000030517578
101.83999633789062,1329.510009765625,3.328000068664551,85.0
100.86000061035156,1349.8800048828125,3.5220000743865967,85.94999694824219
101.22000122070312,1352.989990234375,3.492000102996826,85.19999694824219
105.9000015258789,1341.1300048828125,3.49399995803833,86.26000213623047
107.58000183105469,1325.760009765625,3.5339999198913574,86.19999694824219
105.62000274658203,1315.219970703125,3.4660000801086426,85.22000122070312
101.58000183105469,1322.699951171875,3.431999921798706,84.58000183105469
100.9800033569336,1370.1800537109375,3.5450000762939453,87.0199966430664
104.83000183105469,1367.530029296875,3.5829999446868896,88.5199966430664
103.83000183105469,1369.31005859375,3.5910000801086426,88.2300033569336
106.2300033569336,1370.4000244140625,3.4809999465942383,88.73999786376953
109.08999633789062,1372.5400390625,3.555999994277954,88.91999816894531
108.5,1365.5400390625,3.558000087738037,89.61000061035156
110.87000274658203,1354.489990234375,3.4660000801086426,89.69999694824219
110.11000061035156,1360.550048828125,3.5320000648498535,89.55000305175781
110.13999938964844,1332.8299560546875,3.4709999561309814,88.62000274658203
111.76000213623047,1328.3199462890625,3.503000020980835,89.69999694824219
113.79000091552734,1334.4300537109375,3.569999933242798,90.80000305175781
114.93000030517578,1364.7099609375,3.696000099182129,92.88999938964844
114.86000061035156,1365.56005859375,3.7290000915527344,93.37999725341797
116.69000244140625,1390.3299560546875,3.743000030517578,94.0
117.4800033569336,1388.1700439453125,3.7119998931884766,94.26000213623047
119.37000274658203,1375.93994140625,3.7200000286102295,94.38999938964844
118.30000305175781,1379.9300537109375,3.7300000190734863,94.22000122070312
116.05999755859375,1388.8199462890625,3.8269999027252197,92.5999984741211
118.5199966430664,1397.8399658203125,3.865999937057495,92.45999908447266
118.75,1396.3699951171875,3.8350000381469727,92.44999694824219
115.62999725341797,1390.93994140625,3.825000047683716,91.79000091552734
113.45999908447266,1385.5899658203125,3.759000062942505,93.06999969482422
112.5199966430664,1409.3399658203125,3.749000072479248,89.69999694824219
116.31999969482422,1413.9000244140625,3.8450000286102295,89.61000061035156
119.97000122070312,1407.489990234375,3.8450000286102295,89.51000213623047
121.83999633789062,1418.260009765625,3.8929998874664307,90.06999969482422
123.52999877929688,1392.5699462890625,3.867000102996826,88.81999969482422
123.69000244140625,1397.6800537109375,3.805000066757202,89.93000030517578
125.95999908447266,1388.280029296875,3.7669999599456787,88.81999969482422
124.2300033569336,1403.5799560546875,3.7750000953674316,89.19000244140625
125.80000305175781,1403.0400390625,3.9089999198913574,89.68000030517578
124.22000122070312,1408.6600341796875,3.937999963760376,89.91000366210938
124.12000274658203,1423.5699462890625,3.8429999351501465,91.30000305175781
126.29000091552734,1425.3499755859375,3.8499999046325684,92.66999816894531
127.05000305175781,1426.6300048828125,3.8389999866485596,94.36000061035156
129.07000732421875,1413.4000244140625,3.7760000228881836,94.55999755859375
133.1699981689453,1390.7099609375,3.822000026702881,93.66999816894531
130.80999755859375,1394.3499755859375,3.9210000038146973,92.51000213623047
132.19000244140625,1375.9300537109375,3.8310000896453857,90.69999694824219
